FIPS,STNAME,CTYNAME,CENSUS1900POP,CENSUS1910POP,CENSUS1920POP,CENSUS1930POP,CENSUS1940POP,CENSUS1950POP,CENSUS1960POP,CENSUS1970POP,CENSUS1980POP,CENSUS1990POP,CENSUS2000POP,CENSUS2010POP,POPESTIMATE2015,CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,Central/Outlying County
01001,Alabama,Autauga County,17915,20038,18908,19694,20977,18186,18739,24460,32259,34222,43671,54571,54864,33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Central
01003,Alabama,Baldwin County,13194,18178,20730,28289,32324,40997,49088,59382,78556,98280,140415,182265,202939,19300,,380,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Central
01005,Alabama,Barbour County,35152,32728,32067,32425,32722,28892,24700,22543,24756,25417,29038,27457,26283,21640,,,"Eufaula, AL-GA",Micropolitan Statistical Area,,,Central
01007,Alabama,Bibb County,18498,22791,23144,20780,20155,17987,14357,13812,15723,16576,20826,22915,22566,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Outlying
01009,Alabama,Blount County,23119,21456,25538,28020,29490,28975,25449,26853,36459,39248,51024,57322,57526,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Outlying
01011,Alabama,Bullock County,31944,30196,25333,20016,19810,16054,13462,11824,10596,11042,11714,10914,10400,,,,,,,,
01013,Alabama,Butler County,25761,29030,29531,30195,32447,29228,24560,22007,21680,21892,21399,20947,20162,,,,,,,,
01015,Alabama,Calhoun County,34874,39115,47822,55611,63319,79539,95878,103092,119761,116034,112249,118572,115469,11500,,,"Anniston-Oxford, AL",Metropolitan Statistical Area,,,Central
01017,Alabama,Chambers County,32554,36056,41201,39313,42146,39528,37828,36356,39191,36876,36583,34215,33996,29300,,122,"LaGrange, GA-AL",Micropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Outlying
01019,Alabama,Cherokee County,21096,20226,20862,20219,19928,17634,16303,15606,18760,19543,23988,25989,25732,,,,,,,,
01021,Alabama,Chilton County,16522,23187,22770,24579,27955,26922,25693,25180,30612,32458,39593,43643,43700,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Outlying
01023,Alabama,Choctaw County,18136,18483,20753,20513,20195,19152,17870,16589,16839,16018,15922,13859,13231,,,,,,,,
01025,Alabama,Clarke County,27790,30987,26409,26016,27636,26548,25738,26724,27702,27240,27867,25833,24698,,,,,,,,
01027,Alabama,Clay County,17099,21006,22645,17768,16907,13929,12400,12636,13703,13252,14254,13932,13415,,,,,,,,
01029,Alabama,Cleburne County,13206,13385,13360,12877,13629,11904,10911,10996,12595,12730,14123,14972,14914,,,,,,,,
01031,Alabama,Coffee County,20972,26119,30070,32556,31987,30720,30583,34872,38533,40240,43615,49948,50963,21460,,,"Enterprise, AL",Micropolitan Statistical Area,,,Central
01033,Alabama,Colbert County,22341,24802,31997,29860,34093,39561,46506,49632,54519,51666,54984,54428,54417,22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Central
01035,Alabama,Conecuh County,17514,21433,24593,25429,25489,21776,17762,15645,15884,14054,14089,13228,12678,,,,,,,,
01037,Alabama,Coosa County,16144,16634,14839,12460,13460,11766,10726,10662,11377,11063,12202,11539,10934,10760,,388,"Alexander City, AL",Micropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Outlying
01039,Alabama,Covington County,15346,32124,38103,41356,42417,40373,35631,34079,36850,36478,37631,37765,37556,,,,,,,,
01041,Alabama,Crenshaw County,19668,23313,23017,23656,23631,18981,14909,13188,14110,13635,13665,13906,13850,,,,,,,,
01043,Alabama,Cullman County,17849,28321,33034,41051,47343,49046,45572,52445,61642,67613,77483,80406,81761,18980,,142,"Cullman, AL",Micropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Central
01045,Alabama,Dale County,21189,21608,22711,23175,22685,20828,31066,52938,47821,49633,49129,50251,49365,37120,,222,"Ozark, AL",Micropolitan Statistical Area,,"Dothan-Ozark, AL",Central
01047,Alabama,Dallas County,54657,53401,54697,55094,55245,56270,56667,55296,53981,48130,46365,43820,40936,42820,,388,"Selma, AL",Micropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Central
01049,Alabama,DeKalb County,23558,28261,34426,40104,43075,45048,41417,41981,53658,54651,64452,71109,71087,22840,,497,"Fort Payne, AL",Micropolitan Statistical Area,,"Scottsboro-Fort Payne, AL",Central
01051,Alabama,Elmore County,26099,28245,28085,34280,34546,31649,30524,33535,43390,49210,65874,79303,80872,33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Central
01053,Alabama,Escambia County,11320,18889,22464,27963,30671,31443,33511,34906,38440,35518,38440,38319,37661,12120,,426,"Atmore, AL",Micropolitan Statistical Area,,"Pensacola-Ferry Pass, FL-AL",Central
01055,Alabama,Etowah County,27361,39109,47275,63399,72580,93892,96980,94144,103057,99840,103459,104430,102998,23460,,,"Gadsden, AL",Metropolitan Statistical Area,,,Central
01057,Alabama,Fayette County,14132,16248,18365,18443,21651,19388,16148,16252,18809,17962,18495,17241,16696,,,,,,,,
01059,Alabama,Franklin County,16511,19369,22011,25372,27552,25705,21988,23933,28350,27814,31223,31704,31515,,,,,,,,
01061,Alabama,Geneva County,19096,26230,29315,30104,29172,25899,22310,21924,24253,23647,25764,26790,26631,20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Ozark, AL",Outlying
01063,Alabama,Greene County,24182,22717,18133,19745,19185,16482,13600,10650,11021,10153,9974,9045,8508,46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,,,Outlying
01065,Alabama,Hale County,31011,27883,24289,26265,25533,20832,19537,15888,15604,15498,17185,15760,15015,46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,,,Outlying
01067,Alabama,Henry County,36147,20943,21547,22820,21912,18674,15286,13254,15302,15374,16310,17302,17101,20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Ozark, AL",Outlying
01069,Alabama,Houston County,---,32414,37334,45935,45665,46522,50718,56574,74632,81331,88787,101547,104260,20020,,222,"Dothan, AL",Metropolitan Statistical Area,,"Dothan-Ozark, AL",Central
01071,Alabama,Jackson County,30508,32918,35864,36881,41802,38998,36681,39202,51407,47796,53926,53227,52195,42460,,497,"Scottsboro, AL",Micropolitan Statistical Area,,"Scottsboro-Fort Payne, AL",Central
01073,Alabama,Jefferson County,140420,226476,310054,431493,459930,558928,634864,644991,671324,651525,662047,658466,660455,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Central
01075,Alabama,Lamar County,16084,17487,18149,18001,19708,16441,14271,14335,16453,15715,15904,14564,13927,,,,,,,,
01077,Alabama,Lauderdale County,26559,30936,39556,41130,46230,54179,61622,68111,80546,79661,87966,92709,92459,22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,,Central
01079,Alabama,Lawrence County,20124,21984,24307,26942,27880,27128,24501,27281,30170,31513,34803,34339,33135,19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur, AL",Outlying
01081,Alabama,Lee County,31826,32867,32821,36063,36455,45073,49754,61268,76283,87146,115092,140247,156954,12220,,194,"Auburn-Opelika, AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Central
01083,Alabama,Limestone County,22387,26880,31341,36629,35642,35766,36513,41699,46005,54135,65676,82782,91565,26620,,290,"Huntsville, AL",Metropolitan Statistical Area,,"Huntsville-Decatur, AL",Outlying
01085,Alabama,Lowndes County,35651,31894,25406,22878,22661,18018,15417,12897,13253,12658,13473,11299,10350,33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Outlying
01087,Alabama,Macon County,23126,26049,23561,27103,27654,30561,26717,24841,26829,24928,24105,21452,19296,,,,,,,,
01089,Alabama,Madison County,43702,47041,51268,64623,66317,72903,117348,186540,196966,238912,276700,334811,352977,26620,,290,"Huntsville, AL",Metropolitan Statistical Area,,"Huntsville-Decatur, AL",Central
01091,Alabama,Marengo County,38315,39923,36065,36426,35736,29494,27098,23819,25047,23084,22539,21027,19766,,,,,,,,
01093,Alabama,Marion County,14494,17495,22008,25967,28776,27264,21837,23788,30041,29830,31214,30776,30119,,,,,,,,
01095,Alabama,Marshall County,23289,28553,32669,39802,42395,45090,48018,54211,65622,70832,82231,93019,94585,10700,,,"Albertville, AL",Micropolitan Statistical Area,,,Central
01097,Alabama,Mobile County,62740,80854,100117,118363,141974,231105,314301,317308,364980,378643,399843,412992,414462,33660,,380,"Mobile, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Central
01099,Alabama,Monroe County,23666,27155,28884,30070,29465,25732,22372,20883,22651,23968,24324,23068,21717,,,,,,,,
01101,Alabama,Montgomery County,72047,82178,80853,98671,114420,138965,169210,167790,197038,209085,223510,229363,227279,33860,,388,"Montgomery, AL",Metropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Central
01103,Alabama,Morgan County,28820,33781,40196,46176,48148,52924,60454,77306,90231,100043,111064,119490,119257,19460,,290,"Decatur, AL",Metropolitan Statistical Area,,"Huntsville-Decatur, AL",Central
01105,Alabama,Perry County,31783,31222,25373,26385,26610,20439,17358,15388,15012,12759,11861,10591,9640,,,,,,,,
01107,Alabama,Pickens County,24402,25055,25353,24902,27671,24349,21882,20326,21481,20699,20949,19746,20776,46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,,,Outlying
01109,Alabama,Pike County,29172,30815,31631,32240,32493,30608,25987,25038,28050,27595,29605,32899,33496,45980,,,"Troy, AL",Micropolitan Statistical Area,,,Central
01111,Alabama,Randolph County,21647,24659,27064,26861,25516,22513,19477,18331,20075,19881,22380,22913,22594,,,,,,,,
01113,Alabama,Russell County,27083,25937,27448,27377,35775,40364,46351,45394,47356,46860,49756,52947,58844,17980,,194,"Columbus, GA-AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Central
01115,Alabama,St. Clair County,19425,20715,23383,24510,27336,26687,25388,27956,41205,50009,64742,83593,86546,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Outlying
01117,Alabama,Shelby County,23684,26949,27097,27576,28962,30362,32132,38037,66298,99358,143293,195085,208959,13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Central
01119,Alabama,Sumter County,32710,28699,25569,26929,27321,23610,20041,16974,16908,16174,14798,13763,13206,,,,,,,,
01121,Alabama,Talladega County,35773,37921,41005,45241,51832,63639,65495,65280,73826,74107,80321,82291,81128,45180,,142,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Central
01123,Alabama,Tallapoosa County,29675,31034,29744,31188,35270,35074,35007,33840,38676,38826,41475,41616,40605,10760,,388,"Alexander City, AL",Micropolitan Statistical Area,,"Montgomery-Selma-Alexander City, AL",Central
01125,Alabama,Tuscaloosa County,36147,47559,53680,64153,76036,94092,109047,116029,137541,150522,164875,194656,204767,46220,,,"Tuscaloosa, AL",Metropolitan Statistical Area,,,Central
01127,Alabama,Walker County,25162,37013,50593,59445,64201,63769,54211,56246,68660,67670,70713,67023,64931,27530,,142,"Jasper, AL",Micropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Central
01129,Alabama,Washington County,11134,14454,14279,16365,16188,15612,15372,16241,16821,16694,18097,17581,16832,33660,,380,"Mobile, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Outlying
01131,Alabama,Wilcox County,35631,33810,31080,24880,26279,23476,18739,16303,14755,13568,13183,11670,10896,,,,,,,,
01133,Alabama,Winston County,9554,12855,14378,15596,18746,18250,14858,16654,21953,22053,24843,24484,23930,,,,,,,,
02013,Alaska,Aleutians East Borough,---,---,---,---,---,---,---,---,---,2464,2697,3141,3373,,,,,,,,
02016,Alaska,Aleutians West Census Area,---,---,---,---,---,---,6011,8057,7768,9478,5465,5561,5781,,,,,,,,
02020,Alaska,Anchorage Municipality,---,---,---,---,---,---,82833,124542,174431,226338,260283,291826,297547,11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Central
02050,Alaska,Bethel Census Area,---,---,---,---,---,---,5537,7579,10999,13656,16006,17013,17955,,,,,,,,
02060,Alaska,Bristol Bay Borough,---,---,---,---,---,---,---,1147,1094,1410,1258,997,904,,,,,,,,
02070,Alaska,Dillingham Census Area,---,---,---,---,---,---,4024,3485,4616,4012,4922,4847,4988,,,,,,,,
02090,Alaska,Fairbanks North Star Borough,---,---,---,---,---,---,43412,45864,53983,77720,82840,97581,99636,21820,,,"Fairbanks, AK",Metropolitan Statistical Area,,,Central
02100,Alaska,Haines Borough,---,---,---,---,---,---,---,1504,1680,2117,2392,2508,2516,,,,,,,,
02110,Alaska,Juneau City and Borough,---,---,---,---,---,---,9745,13556,19528,26751,30711,31275,32615,27940,,,"Juneau, AK",Micropolitan Statistical Area,,,Central
02122,Alaska,Kenai Peninsula Borough,---,---,---,---,---,---,6097,14250,25282,40802,49691,55400,58034,,,,,,,,
02130,Alaska,Ketchikan Gateway Borough,---,---,---,---,---,---,10070,10041,11316,13828,14070,13477,13702,28540,,,"Ketchikan, AK",Micropolitan Statistical Area,,,Central
02150,Alaska,Kodiak Island Borough,---,---,---,---,---,---,7174,9409,9939,13309,13913,13592,13767,,,,,,,,
02164,Alaska,Lake and Peninsula Borough,---,---,---,---,---,---,---,---,---,1668,1823,1631,1595,,,,,,,,
02170,Alaska,Matanuska-Susitna Borough,---,---,---,---,---,---,5188,6509,17816,39683,59322,88995,101062,11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Outlying
02180,Alaska,Nome Census Area,---,---,---,---,---,---,6091,5749,6537,8288,9196,9492,9893,,,,,,,,
02185,Alaska,North Slope Borough,---,---,---,---,---,---,2133,2663,4199,5979,7385,9430,9788,,,,,,,,
02188,Alaska,Northwest Arctic Borough,---,---,---,---,---,---,3560,4434,4831,6113,7208,7523,7772,,,,,,,,
02220,Alaska,Sitka City and Borough,---,---,---,---,---,---,6690,6109,7803,8588,8835,8881,8778,,,,,,,,
02240,Alaska,Southeast Fairbanks Census Area,---,---,---,---,---,---,---,4179,5676,5913,6174,7029,6812,,,,,,,,
02261,Alaska,Valdez-Cordova Census Area,---,---,---,---,---,---,2844,3098,8348,9952,10195,9636,9319,,,,,,,,
02290,Alaska,Yukon-Koyukuk Census Area,---,---,---,---,---,---,4097,4752,7873,8478,6551,5588,5465,,,,,,,,
04001,Arizona,Apache County,8297,9196,13196,17765,24095,27767,30438,32298,52108,61591,69423,71518,71012,,,,,,,,
04003,Arizona,Cochise County,9251,34591,46465,40998,34627,31488,55039,61910,85686,97624,117755,131346,126454,43420,,,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,,,Central
04005,Arizona,Coconino County,5514,8130,9982,14064,18770,23910,41857,48326,75008,96591,116320,134421,138962,22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,,,Central
04007,Arizona,Gila County,4973,16348,25678,31016,23867,24158,25745,29255,37080,40216,51335,53597,52978,37740,,429,"Payson, AZ",Micropolitan Statistical Area,,"Phoenix-Mesa, AZ",Central
04009,Arizona,Graham County,14162,23999,10148,10373,12113,12985,14045,16578,22862,26554,33489,37220,37860,40940,,,"Safford, AZ",Micropolitan Statistical Area,,,Central
04011,Arizona,Greenlee County,---,---,15362,9886,8698,12805,11509,10330,11406,8008,8547,8437,9577,,,,,,,,
04012,Arizona,La Paz County,---,---,---,---,---,---,---,---,---,13844,19715,20489,20466,,,,,,,,
04013,Arizona,Maricopa County,20457,34488,89576,150970,186193,331770,663510,967522,1509052,2122101,3072149,3817117,4172905,38060,,429,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,,"Phoenix-Mesa, AZ",Central
04015,Arizona,Mohave County,3426,3773,5259,5572,8591,8510,7736,25857,55865,93497,155032,200186,204574,29420,,,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,,,Central
04017,Arizona,Navajo County,8829,11471,16077,21202,25309,29446,37994,47715,67629,77658,97470,107449,107638,43320,,,"Show Low, AZ",Micropolitan Statistical Area,,,Central
04019,Arizona,Pima County,14689,22818,34680,55676,72838,141216,265660,351667,531443,666880,843746,980263,1009103,46060,,536,"Tucson, AZ",Metropolitan Statistical Area,,"Tucson-Nogales, AZ",Central
04021,Arizona,Pinal County,7779,9045,16130,22081,28841,43191,62673,67916,90918,116379,179727,375770,405614,38060,,429,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,,"Phoenix-Mesa, AZ",Central
04023,Arizona,Santa Cruz County,4545,6766,12689,9684,9482,9344,10808,13966,20459,29676,38381,47420,46542,35700,,536,"Nogales, AZ",Micropolitan Statistical Area,,"Tucson-Nogales, AZ",Central
04025,Arizona,Yavapai County,13799,15996,24016,28470,26511,24991,28912,36733,68145,107714,167517,211033,220805,39150,,,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,,,Central
04027,Arizona,Yuma County,4145,7733,14904,17816,19326,28006,46235,60827,90554,106895,160026,195751,205186,49740,,,"Yuma, AZ",Metropolitan Statistical Area,,,Central
05001,Arkansas,Arkansas County,12973,16103,21483,22300,24437,23665,23355,23347,24175,21653,20749,19019,18330,,,,,,,,
05003,Arkansas,Ashley County,19734,25268,23410,25151,26785,25660,24220,24976,26538,24319,24209,21853,20838,,,,,,,,
05005,Arkansas,Baxter County,9298,10389,10216,9519,10281,11683,9943,15319,27409,31186,38386,41513,41138,34260,,,"Mountain Home, AR",Micropolitan Statistical Area,,,Central
05007,Arkansas,Benton County,31611,33389,36253,35253,36148,38076,36272,50476,78115,97499,153406,221339,251591,22220,,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,,,Central
05009,Arkansas,Boone County,16396,14318,16098,14937,15860,16260,16116,19073,26067,28297,33948,36903,37119,25460,,,"Harrison, AR",Micropolitan Statistical Area,,,Central
05011,Arkansas,Bradley County,9651,14518,15970,17494,18097,15987,14029,12778,13803,11793,12600,11508,10999,,,,,,,,
05013,Arkansas,Calhoun County,8539,9894,11807,9752,9636,7132,5991,5573,6079,5826,5744,5368,5200,15780,,,"Camden, AR",Micropolitan Statistical Area,,,Outlying
05015,Arkansas,Carroll County,18848,16829,17786,15820,14737,13244,11284,12301,16203,18654,25357,27446,27755,,,,,,,,
05017,Arkansas,Chicot County,14528,21987,21749,22646,27452,22306,18990,18164,17793,15713,14117,11800,10970,,,,,,,,
05019,Arkansas,Clark County,21289,23686,25632,24932,24402,22998,20950,21537,23326,21437,23546,22995,22513,11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,,,Central
05021,Arkansas,Clay County,15886,23690,27276,27278,28386,26674,21258,18771,20616,18107,17609,16083,15206,,,,,,,,
05023,Arkansas,Cleburne County,9628,11903,12696,11373,13134,11487,9059,10349,16909,19411,24046,25970,25355,,,,,,,,
05025,Arkansas,Cleveland County,11620,13481,12260,12744,12570,8956,6944,6605,7868,7781,8571,8689,8284,38220,,340,"Pine Bluff, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Outlying
05027,Arkansas,Columbia County,22077,23820,27670,27320,29822,28770,26400,25952,26644,25691,25603,24552,24115,31620,,,"Magnolia, AR",Micropolitan Statistical Area,,,Central
05029,Arkansas,Conway County,19772,22729,22578,21949,21536,18137,15430,16805,19505,19151,20336,21273,20936,,,,,,,,
05031,Arkansas,Craighead County,19505,27627,37541,44740,47200,50613,47303,52068,63239,68956,82148,96443,104457,27860,,308,"Jonesboro, AR",Metropolitan Statistical Area,,"Jonesboro-Paragould, AR",Central
05033,Arkansas,Crawford County,21270,23942,25739,22549,23920,22727,21318,25677,36892,42493,53247,61948,61904,22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Central
05035,Arkansas,Crittenden County,14529,22447,29309,39717,42473,47184,47564,48106,49499,49939,50866,50902,49019,32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Central
05037,Arkansas,Cross County,11051,14042,18579,25723,26046,24757,19551,19783,20434,19225,19526,17870,17255,,,,,,,,
05039,Arkansas,Dallas County,11518,12621,14424,14671,14471,12416,10522,10022,10515,9614,9210,8116,7530,,,,,,,,
05041,Arkansas,Desha County,11511,15274,20297,21814,27160,25155,20770,18761,19760,16798,15341,13008,12029,,,,,,,,
05043,Arkansas,Drew County,19451,21960,21822,19928,19831,17959,15213,15157,17910,17369,18723,18509,18613,,,,,,,,
05045,Arkansas,Faulkner County,20780,23708,27681,28381,25880,25289,24303,31572,46192,60006,86014,113237,121241,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Outlying
05047,Arkansas,Franklin County,17395,20638,19364,15762,15683,12358,10213,11301,14705,14897,17771,18125,17749,22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,,,Outlying
05049,Arkansas,Fulton County,12917,12193,11182,10834,10253,9187,6657,7699,9975,10037,11642,12245,12138,,,,,,,,
05051,Arkansas,Garland County,18773,27271,25785,36031,41664,47102,46697,54131,70531,73397,88068,96024,97814,26300,,284,"Hot Springs, AR",Metropolitan Statistical Area,,"Hot Springs-Malvern, AR",Central
05053,Arkansas,Grant County,7671,9425,10710,9834,10477,9024,8294,9711,13008,13948,16464,17853,18016,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Outlying
05055,Arkansas,Greene County,16979,23852,26105,26127,30204,29149,25198,24765,30744,31804,37331,42090,44300,37500,,308,"Paragould, AR",Micropolitan Statistical Area,,"Jonesboro-Paragould, AR",Central
05057,Arkansas,Hempstead County,24101,28285,31602,30847,32770,25080,19661,19308,23635,21621,23587,22609,22085,26260,,,"Hope, AR",Micropolitan Statistical Area,,,Central
05059,Arkansas,Hot Spring County,12748,15022,17784,18105,18916,22181,21893,21963,26819,26115,30353,32923,33497,31680,,284,"Malvern, AR",Micropolitan Statistical Area,,"Hot Springs-Malvern, AR",Central
05061,Arkansas,Howard County,14076,16898,18565,17489,16621,13342,10878,11412,13459,13569,14300,13789,13336,,,,,,,,
05063,Arkansas,Independence County,22557,24776,23976,24225,25643,23488,20048,22723,30147,31192,34233,36647,37035,12900,,,"Batesville, AR",Micropolitan Statistical Area,,,Central
05065,Arkansas,Izard County,13506,14561,13871,12872,12834,9953,6766,7381,10768,11364,13249,13696,13487,,,,,,,,
05067,Arkansas,Jackson County,18383,23501,25446,27943,26427,25912,22843,20452,21646,18944,18418,17997,17365,,,,,,,,
05069,Arkansas,Jefferson County,40972,52734,60330,64154,65101,76075,81373,85329,90718,85487,84278,77435,71872,38220,,340,"Pine Bluff, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Central
05071,Arkansas,Johnson County,17448,19698,21062,19289,18795,16138,12421,13630,17423,18221,22781,25540,26094,,,,,,,,
05073,Arkansas,Lafayette County,10594,13741,15522,16934,16851,13203,11030,10018,10213,9643,8559,7645,7010,,,,,,,,
05075,Arkansas,Lawrence County,16491,20001,22098,21663,22651,21303,17267,16320,18447,17457,17774,17415,16696,,,,,,,,
05077,Arkansas,Lee County,19409,24252,28852,26637,26810,24322,21001,18884,15539,13053,12580,10424,9672,,,,,,,,
05079,Arkansas,Lincoln County,13389,15118,18774,20250,19709,17079,14447,12913,13369,13690,14492,14134,13866,38220,,340,"Pine Bluff, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Outlying
05081,Arkansas,Little River County,13731,13597,16301,15515,15932,11690,9211,11194,13952,13966,13628,13171,12402,45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,,,Outlying
05083,Arkansas,Logan County,20563,26350,25866,24110,25967,20260,15957,16789,20144,20557,22486,22353,21729,,,,,,,,
05085,Arkansas,Lonoke County,22544,27983,33400,33759,29802,27278,24551,26249,34518,39268,52828,68356,71359,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Central
05087,Arkansas,Madison County,19864,16056,14918,13334,14531,11734,9068,9453,11373,11618,14243,15717,15705,22220,,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,,,Outlying
05089,Arkansas,Marion County,11377,10203,10154,8876,9464,8609,6041,7000,11334,12001,16140,16653,16215,,,,,,,,
05091,Arkansas,Miller County,17558,19555,24021,30586,31874,32614,31686,33385,37766,38467,40443,43462,43792,45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,,,Central
05093,Arkansas,Mississippi County,16384,30468,47320,69289,80217,82375,70174,62060,59517,57525,51979,46480,43729,14180,,,"Blytheville, AR",Micropolitan Statistical Area,,,Central
05095,Arkansas,Monroe County,16816,19907,21601,20651,21133,19540,17327,15657,14052,11333,10254,8149,7452,,,,,,,,
05097,Arkansas,Montgomery County,9444,12455,11112,10768,8876,6680,5370,5821,7771,7841,9245,9487,9027,,,,,,,,
05099,Arkansas,Nevada County,16609,19344,21934,20407,19869,14781,10700,10111,11097,10101,9955,8997,8508,26260,,,"Hope, AR",Micropolitan Statistical Area,,,Outlying
05101,Arkansas,Newton County,12538,10612,11199,10564,10881,8685,5963,5844,7756,7666,8608,8330,7846,25460,,,"Harrison, AR",Micropolitan Statistical Area,,,Outlying
05103,Arkansas,Ouachita County,20892,21774,20636,29890,31151,33051,31641,30896,30541,30574,28790,26120,24316,15780,,,"Camden, AR",Micropolitan Statistical Area,,,Central
05105,Arkansas,Perry County,7294,9402,9905,7695,8392,5978,4927,5634,7266,7969,10209,10445,10307,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Outlying
05107,Arkansas,Phillips County,26561,33535,44530,40683,45970,46254,43997,40046,34772,28838,26445,21757,19546,25760,,,"Helena-West Helena, AR",Micropolitan Statistical Area,,,Central
05109,Arkansas,Pike County,10301,12565,12397,11792,11786,10032,7864,8711,10373,10086,11303,11291,10837,,,,,,,,
05111,Arkansas,Poinsett County,7025,12791,20848,29695,37670,39311,30834,26822,27032,24664,25614,24583,24002,27860,,308,"Jonesboro, AR",Metropolitan Statistical Area,,"Jonesboro-Paragould, AR",Outlying
05113,Arkansas,Polk County,18352,17216,16412,14857,15832,14182,11981,13297,17007,17347,20229,20662,20194,,,,,,,,
05115,Arkansas,Pope County,21715,24527,27153,26547,25682,23291,21177,28607,39021,45883,54469,61754,63608,40780,,,"Russellville, AR",Micropolitan Statistical Area,,,Central
05117,Arkansas,Prairie County,11875,13853,17447,15187,15304,13768,10515,10249,10140,9518,9539,8715,8299,,,,,,,,
05119,Arkansas,Pulaski County,63179,86751,109464,137727,156085,196685,242980,287189,340613,349660,361474,382748,393576,30780,,340,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,"Little Rock-North Little Rock, AR",Central
05121,Arkansas,Randolph County,17156,18987,17713,16871,18319,15982,12520,12645,16834,16558,18195,17969,17437,,,,,,,,
05123,Arkansas,St. Francis County,17157,22548,28385,33394,36043,36841,33303,30799,30858,28497,29329,28258,26651,22620,,368,"Forrest City, AR",Micropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Central
