FIPS,STNAME,CTYNAME,CENSUS1900POP,CENSUS1910POP,CENSUS1920POP,CENSUS1930POP,CENSUS1940POP,CENSUS1950POP,CENSUS1960POP,CENSUS1970POP,CENSUS1980POP,CENSUS1990POP,CENSUS2000POP,CENSUS2010POP,POPESTIMATE2015,CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,Central/Outlying County
49009,Utah,Daggett County,---,---,400,411,564,364,1164,666,769,690,921,1059,1107,,,,,,,,
49011,Utah,Davis County,7996,10191,11450,14021,15784,30867,64760,99028,146540,187941,238994,306479,334597,36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Central
49013,Utah,Duchesne County,---,---,9093,8263,8958,8134,7179,7299,12565,12645,14371,18607,20748,,,,,,,,
49015,Utah,Emery County,4657,6750,7411,7042,7072,6304,5546,5137,11451,10332,10860,10976,10359,,,,,,,,
49017,Utah,Garfield County,3400,3660,4768,4642,5253,4151,3577,3157,3673,3980,4735,5172,4962,,,,,,,,
49019,Utah,Grand County,1149,1595,1808,1813,2070,1903,6345,6688,8241,6620,8485,9225,9551,,,,,,,,
49021,Utah,Iron County,3546,3933,5787,7227,8331,9642,10795,12177,17349,20789,33779,46163,48113,16260,,,"Cedar City, UT",Micropolitan Statistical Area,,,Central
49023,Utah,Juab County,10082,10702,9871,8605,7392,5981,4597,4574,5530,5817,8238,10246,10551,39340,,482,"Provo-Orem, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Outlying
49025,Utah,Kane County,1811,1652,2054,2235,2561,2299,2667,2421,4024,5169,6046,7125,7039,,,,,,,,
49027,Utah,Millard County,5678,6118,9659,9945,9613,9387,7866,6988,8970,11333,12405,12503,12620,,,,,,,,
49029,Utah,Morgan County,2045,2467,2542,2536,2611,2519,2837,3983,4917,5528,7129,9469,11039,36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Outlying
49031,Utah,Piute County,1954,1734,2770,1956,2203,1911,1436,1164,1329,1277,1435,1556,1491,,,,,,,,
49033,Utah,Rich County,1946,1883,1890,1873,2028,1673,1685,1615,2100,1725,1961,2264,2300,,,,,,,,
49035,Utah,Salt Lake County,77725,131426,159282,194102,211623,274895,383035,458607,619066,725956,898387,1029655,1102273,41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Central
49037,Utah,San Juan County,1023,2377,3379,3496,4712,5315,9040,9606,12253,12621,14413,14746,15239,,,,,,,,
49039,Utah,Sanpete County,16313,16704,17505,16022,16063,13891,11053,10976,14620,16259,22763,27822,28654,,,,,,,,
49041,Utah,Sevier County,8451,9775,11281,11199,12112,12072,10565,10103,14727,15431,18842,20802,20858,,,,,,,,
49043,Utah,Summit County,9439,8200,7862,9527,8714,6745,5673,5879,10198,15518,29736,36324,39640,25720,,482,"Heber, UT",Micropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Central
49045,Utah,Tooele County,7361,7924,7965,9413,9133,14636,17868,21545,26033,26601,40735,58218,62639,41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Outlying
49047,Utah,Uintah County,6458,7050,8470,9035,9898,10300,11582,12684,20506,22211,25224,32588,37791,46860,,,"Vernal, UT",Micropolitan Statistical Area,,,Central
49049,Utah,Utah County,32456,37942,40792,49021,57382,81912,106991,137776,218106,263590,368536,516564,572667,39340,,482,"Provo-Orem, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Central
49051,Utah,Wasatch County,4736,8920,4625,5636,5754,5574,5308,5863,8523,10089,15215,23530,29118,25720,,482,"Heber, UT",Micropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Outlying
49053,Utah,Washington County,4612,5123,6764,7420,9269,9836,10271,13669,26065,48560,90354,138115,154650,41100,,,"St. George, UT",Metropolitan Statistical Area,,,Central
49055,Utah,Wayne County,1907,1749,2097,2067,2394,2205,1728,1483,1911,2177,2509,2778,2690,,,,,,,,
49057,Utah,Weber County,25239,35179,43463,52172,56714,83319,110744,126278,144616,158330,196533,231236,242872,36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Central
50001,Vermont,Addison County,21912,20010,18666,17952,17944,19442,20076,24266,29406,32953,35974,36821,36929,,,,,,,,
50003,Vermont,Bennington County,21705,21378,21577,21655,22286,24115,25088,29282,33345,35845,36994,37125,36153,13540,,,"Bennington, VT",Micropolitan Statistical Area,,,Central
50005,Vermont,Caledonia County,24381,26031,25762,27253,24320,24049,22786,22789,25808,27846,29702,31227,30645,,,,,,,,
50007,Vermont,Chittenden County,39600,42447,43708,47471,52098,62570,74425,99131,115534,131761,146571,156545,161293,15540,,162,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,"Burlington-South Burlington-Barre, VT",Central
50009,Vermont,Essex County,8056,7384,7364,7067,6490,6257,6083,5416,6313,6405,6459,6306,6193,,,,,,,,
50011,Vermont,Franklin County,30198,29866,30026,29975,29601,29894,29474,31282,34788,39980,45417,47746,48988,15540,,162,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,"Burlington-South Burlington-Barre, VT",Outlying
50013,Vermont,Grand Isle County,4462,3761,3784,3944,3802,3406,2927,3574,4613,5318,6901,6970,6871,15540,,162,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,"Burlington-South Burlington-Barre, VT",Outlying
50015,Vermont,Lamoille County,12289,12585,11858,10947,11028,11388,11027,13309,16767,19735,23233,24475,25240,,,,,,,,
50017,Vermont,Orange County,19313,18703,17279,16694,17048,17027,16014,17676,22739,26149,28226,28936,28887,30100,,,"Lebanon, NH-VT",Micropolitan Statistical Area,,,Outlying
50019,Vermont,Orleans County,22024,23337,23913,23036,21718,21190,20143,20153,23440,24053,26277,27231,27034,,,,,,,,
50021,Vermont,Rutland County,44209,48139,46213,48453,45638,45905,46719,52637,58347,62142,63400,61642,59544,40860,,,"Rutland, VT",Micropolitan Statistical Area,,,Central
50023,Vermont,Washington County,36607,41702,38921,41733,41546,42870,42860,47659,52393,54928,58039,59534,58652,12740,,162,"Barre, VT",Micropolitan Statistical Area,,"Burlington-South Burlington-Barre, VT",Central
50025,Vermont,Windham County,26660,26932,26373,26015,27850,28749,29776,33074,36933,41588,44216,44513,43246,,,,,,,,
50027,Vermont,Windsor County,32225,33681,36984,37416,37862,40885,42483,44082,51030,54055,57418,56670,55541,30100,,,"Lebanon, NH-VT",Micropolitan Statistical Area,,,Central
51001,Virginia,Accomack County,32570,36650,34795,35854,33030,33832,30635,29004,31268,31703,38305,33164,32914,,,,,,,,
51003,Virginia,Albemarle County,28473,29871,26005,26981,24652,26662,30969,37780,55783,68040,79236,98970,105117,16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Central
51005,Virginia,Alleghany County,16330,14173,15332,20188,22688,23139,12128,12461,14333,13176,12926,16250,15425,,,,,,,,
51007,Virginia,Amelia County,9037,8720,9800,8979,8495,7908,7815,7592,8405,8787,11400,12690,12784,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51009,Virginia,Amherst County,17864,18932,19771,19020,20273,20332,22953,26072,29122,28578,31894,32353,31836,31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Central
51011,Virginia,Appomattox County,9662,8904,9255,8402,9020,8764,9148,9784,11971,12298,13705,14973,15492,31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Outlying
51013,Virginia,Arlington County,6430,10231,16040,26615,57040,135449,163401,174284,152599,170936,189453,207627,228548,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51015,Virginia,Augusta County,32370,32445,34671,38163,42772,34154,37363,44220,53732,54677,65615,73750,74292,44420,,277,"Staunton, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton, VA",Central
51017,Virginia,Bath County,5595,6538,6389,8137,7191,6296,5335,5192,5860,4799,5048,4731,4460,,,,,,,,
51019,Virginia,Bedford County,30356,29549,30669,29091,29687,29627,31028,26728,34927,45656,60371,68676,77629,31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Central
51021,Virginia,Bland County,5497,5154,5593,6031,6731,6436,5982,5423,6349,6514,6871,6824,6532,14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,,,Outlying
51023,Virginia,Botetourt County,17161,17727,16557,15457,16447,15766,16715,18193,23270,24992,30496,33148,33380,40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Central
51025,Virginia,Brunswick County,18217,19244,21025,20486,19575,20136,17779,16172,15632,15987,18419,17434,16845,,,,,,,,
51027,Virginia,Buchanan County,9692,12334,15441,16740,31477,35748,36724,32071,37989,31333,26978,24098,22752,,,,,,,,
51029,Virginia,Buckingham County,15266,15204,14885,13315,13398,12288,10877,10597,11751,12873,15623,17146,17017,,,,,,,,
51031,Virginia,Campbell County,23256,23043,26716,22885,26048,28877,32958,43319,45424,47572,51078,54842,55356,31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Central
51033,Virginia,Caroline County,16709,16596,15954,15263,13945,12471,12725,13925,17904,19217,22121,28545,29900,,,,,,,,
51035,Virginia,Carroll County,19303,21116,21283,22141,25904,26695,23178,23092,27270,26594,29245,30042,29870,,,,,,,,
51036,Virginia,Charles City County,5040,5253,4793,4881,4275,4676,5492,6158,6692,6282,6926,7256,7046,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51037,Virginia,Charlotte County,15343,15785,17540,16061,15861,14057,13368,11551,12266,11688,12472,12586,12179,,,,,,,,
51041,Virginia,Chesterfield County,18804,21299,20496,26049,31183,40400,71197,76855,141372,209274,259903,316236,334915,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51043,Virginia,Clarke County,7927,7468,7165,7167,7159,7074,7942,8102,9965,12101,12652,14034,14239,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51045,Virginia,Craig County,4293,4711,4100,3562,3769,3452,3356,3524,3948,4372,5091,5190,5136,40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Outlying
51047,Virginia,Culpeper County,14123,13472,13292,13306,13365,13242,15088,18218,22620,27791,34262,46689,49551,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51049,Virginia,Cumberland County,8996,9195,9111,7535,7505,7252,6360,6179,7881,7825,9017,10052,9756,,,,,,,,
51051,Virginia,Dickenson County,7747,9199,13542,16163,21266,23393,20211,16077,19806,17620,16395,15903,15201,,,,,,,,
51053,Virginia,Dinwiddie County,15374,15442,17949,18492,18166,18839,22183,25046,22602,20960,24533,28001,28148,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51057,Virginia,Essex County,9701,9105,8542,6976,7006,6530,6690,7099,8864,8689,9989,11151,11096,,,,,,,,
51059,Virginia,Fairfax County,18580,20536,21943,25264,40929,98557,275002,455021,596901,818584,969749,1081726,1140401,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51061,Virginia,Fauquier County,23374,22526,21869,21071,21039,21248,24066,26375,35889,48741,55139,65203,68423,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51063,Virginia,Floyd County,15388,14092,13115,11698,11967,11351,10462,9775,11563,12005,13874,15279,15548,,,,,,,,
51065,Virginia,Fluvanna County,9050,8323,8547,7466,7088,7121,7227,7621,10244,12429,20047,25691,26133,16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Outlying
51067,Virginia,Franklin County,25953,26480,26283,24337,25864,24560,25925,26858,35740,39549,47286,56159,56227,40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Outlying
51069,Virginia,Frederick County,13239,12787,12461,13167,14008,17537,21941,28893,34150,45723,59209,78305,83493,49020,,548,"Winchester, VA-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51071,Virginia,Giles County,10793,11623,11901,12804,14635,18956,17219,16741,17810,16366,16657,17286,16762,13980,,,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,,,Outlying
51073,Virginia,Gloucester County,12832,12477,11894,11019,9548,10343,11919,14059,20107,30131,34780,36858,37010,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Central
51075,Virginia,Goochland County,9519,9237,8863,7953,8454,8934,9206,10069,11761,14163,16863,21717,22165,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51077,Virginia,Grayson County,16853,19856,19816,20017,21916,21379,17390,15439,16579,16278,17917,15533,15959,,,,,,,,
51079,Virginia,Greene County,6214,6937,6369,5980,5218,4745,4715,5248,7625,10297,15244,18403,19183,16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Outlying
51081,Virginia,Greensville County,9758,11890,11606,13388,14866,16319,16155,9604,10903,8853,11560,12243,11786,,,,,,,,
51083,Virginia,Halifax County,37197,40044,41374,41283,41271,41442,33637,30076,30599,29033,37355,36241,35103,,,,,,,,
51085,Virginia,Hanover County,17618,17200,18088,17009,18500,21985,27550,37479,50398,63306,86320,99863,103071,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51087,Virginia,Henrico County,30062,23437,18972,30310,41960,57340,117339,154364,180735,217881,262300,306935,324375,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51089,Virginia,Henry County,19265,18459,20238,20088,26481,31219,40335,50901,57654,56942,57930,54151,51940,32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Central
51091,Virginia,Highland County,5647,5317,4931,4525,4875,4069,3221,2529,2937,2635,2536,2321,2196,,,,,,,,
51093,Virginia,Isle of Wight County,13102,14929,14433,13409,13381,14906,17164,18285,21603,25053,29728,35270,36159,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Outlying
51095,Virginia,James City County,3688,3624,3676,3879,4907,6317,11539,17853,22763,34859,48102,67009,72819,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Outlying
51097,Virginia,King and Queen County,9265,9576,9161,7618,6954,6299,5889,5491,5968,6289,6630,6945,7085,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51099,Virginia,King George County,6918,6378,5762,5297,5431,6710,7243,8039,10543,13527,16803,23584,25414,,,,,,,,
51101,Virginia,King William County,8380,8547,8739,7929,7855,7589,7563,7497,9334,10913,13146,15935,16282,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51103,Virginia,Lancaster County,8949,9752,9757,8896,8786,8640,9174,9126,10129,10896,11567,11391,10825,,,,,,,,
51105,Virginia,Lee County,19856,23840,25293,30419,39296,36106,25824,20321,25956,24496,23589,25587,24595,,,,,,,,
51107,Virginia,Loudoun County,21948,21167,20577,19852,20291,21147,24549,37150,57427,86129,169599,312311,374014,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51109,Virginia,Louisa County,16517,16578,17089,14309,13665,12826,12959,14004,17825,20325,25627,33153,34611,,,,,,,,
51111,Virginia,Lunenburg County,11705,12780,15260,14058,13844,14116,12523,11687,12124,11419,13146,12914,12348,,,,,,,,
51113,Virginia,Madison County,10216,10055,9595,8952,8465,8273,8187,8638,10232,11949,12520,13308,13047,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51115,Virginia,Mathews County,8239,8922,8447,7884,7149,7148,7121,7168,7995,8348,9207,8978,8834,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Outlying
51117,Virginia,Mecklenburg County,26551,28956,31208,32622,31933,33497,31428,29426,29444,29241,32380,32727,30922,,,,,,,,
51119,Virginia,Middlesex County,8220,8852,8157,7273,6673,6715,6319,6295,7719,8653,9932,10959,10686,,,,,,,,
51121,Virginia,Montgomery County,15852,17268,18595,19605,21206,29780,32923,47157,63516,73913,83629,94392,97317,13980,,,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,,,Central
51125,Virginia,Nelson County,16075,16821,17277,16345,16241,14042,12752,11702,12204,12778,14445,15020,14760,16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Outlying
51127,Virginia,New Kent County,4865,4682,4541,4300,4092,3995,4504,5300,8781,10445,13462,18429,20377,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51131,Virginia,Northampton County,13770,16672,17852,18565,17597,17300,16966,14442,14625,13061,13093,12389,12080,,,,,,,,
51133,Virginia,Northumberland County,9846,10777,11518,11081,10463,10012,10185,9239,9828,10524,12259,12330,12241,,,,,,,,
51135,Virginia,Nottoway County,12366,13462,14161,14866,15556,15479,15141,14260,14666,14993,15725,15853,15606,,,,,,,,
51137,Virginia,Orange County,12571,13486,13320,12070,12649,12755,12900,13792,18063,21421,25881,33481,35178,,,,,,,,
51139,Virginia,Page County,13794,14147,14770,14852,14863,15152,15572,16581,19401,21690,23177,24042,23662,,,,,,,,
51141,Virginia,Patrick County,15403,17195,16850,15787,16613,15642,15282,15282,17647,17473,19407,18490,17960,,,,,,,,
51143,Virginia,Pittsylvania County,46894,50709,56493,61424,61697,66096,58296,58789,66147,55655,61745,63506,62010,19260,,,"Danville, VA",Micropolitan Statistical Area,,,Central
51145,Virginia,Powhatan County,6824,6099,6552,6143,5671,5556,6747,7696,13062,15328,22377,28046,28056,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51147,Virginia,Prince Edward County,15045,14266,14767,14520,14922,15398,14121,14379,16456,17320,19720,23368,23120,,,,,,,,
51149,Virginia,Prince George County,7752,7848,12915,10311,12226,19679,20270,29092,25733,27394,33047,35725,38246,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51153,Virginia,Prince William County,11112,12026,13660,13951,17738,22612,50164,111102,144703,215686,280813,402002,450978,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51155,Virginia,Pulaski County,14609,17246,17111,20566,22767,27758,27258,29564,35229,34496,35127,34872,34351,13980,,,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,,,Outlying
51157,Virginia,Rappahannock County,8843,8044,8070,7717,7208,6112,5368,5199,6093,6622,6983,7373,7400,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51159,Virginia,Richmond County,7088,7415,7434,6878,6634,6189,6375,5841,6952,7273,8809,9254,8781,,,,,,,,
51161,Virginia,Roanoke County,15837,19623,22395,35289,42897,41486,61693,67339,72945,79332,85778,92376,93376,40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Central
51163,Virginia,Rockbridge County,21799,21171,20626,20902,22384,23359,24039,16637,17911,18350,20808,22307,22396,,,,,,,,
51165,Virginia,Rockingham County,33527,34903,30047,29709,31289,35079,40485,47890,57038,57482,67725,76314,78445,25500,,277,"Harrisonburg, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton, VA",Central
51167,Virginia,Russell County,18031,23474,26786,25957,26627,26818,26290,24533,31761,28667,30308,28897,27854,,,,,,,,
51169,Virginia,Scott County,22694,23814,24776,24181,26989,27640,25813,24376,25068,23204,23403,23177,22296,28700,,304,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Outlying
51171,Virginia,Shenandoah County,20253,20942,20808,20655,20898,21169,21825,22852,27559,31636,35075,41993,42848,,,,,,,,
51173,Virginia,Smyth County,17121,20326,22125,25125,28861,30187,31066,31349,33366,32370,33081,32208,31419,,,,,,,,
51175,Virginia,Southampton County,22848,26302,27555,26870,26442,26522,27195,18582,18731,17550,17482,18570,18136,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Outlying
51177,Virginia,Spotsylvania County,9239,9935,10571,10056,9905,11920,13819,16424,34435,57403,90395,122397,129948,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51179,Virginia,Stafford County,8097,8070,8104,8050,9548,11902,16876,24587,40470,61236,92446,128961,140868,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51181,Virginia,Surry County,8469,9715,9305,7096,6193,6220,6220,5882,6046,6145,6829,7058,6671,,,,,,,,
51183,Virginia,Sussex County,12082,13664,12834,12100,12485,12785,12411,11464,10874,10248,12504,12087,11692,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Outlying
51185,Virginia,Tazewell County,23384,24946,27840,32477,41607,47512,44791,39816,50511,45960,44598,45078,42905,14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,,,Central
51187,Virginia,Warren County,8837,8589,8852,8340,11352,14801,14655,15301,21200,26142,31584,37575,38716,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51191,Virginia,Washington County,28995,32830,32376,33850,38197,37536,38076,40835,46487,45887,51103,54876,54268,28700,,304,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Outlying
51193,Virginia,Westmoreland County,9243,9313,10240,8497,9512,10148,11042,12142,14041,15480,16718,17454,17549,,,,,,,,
51195,Virginia,Wise County,19653,34162,46500,51167,52458,56336,43579,35947,43863,39573,40123,41452,39572,13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Central
51197,Virginia,Wythe County,20437,20372,20217,20704,22721,23327,21975,22139,25522,25466,27599,29235,29097,,,,,,,,
51199,Virginia,York County,7482,7757,8046,7615,8857,11750,21583,33203,35463,42422,56297,65464,67802,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Central
51510,Virginia,Alexandria city,14528,15329,18060,24149,33523,61787,91023,110938,103217,111183,128283,139966,153654,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51520,Virginia,Bristol city,4579,6247,6729,8840,9768,15954,17144,14857,19042,18426,17367,17835,17146,28700,,304,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Outlying
51530,Virginia,Buena Vista city,2388,3245,3911,4002,4335,5214,6300,6425,6717,6406,6349,6650,6529,,,,,,,,
51540,Virginia,Charlottesville city,6449,6765,10688,15245,19400,25969,29427,38880,39916,40341,45049,43475,46301,16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Central
51550,Virginia,Chesapeake city,---,---,---,---,---,---,---,89580,114486,151976,199184,222209,235111,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Central
51570,Virginia,Colonial Heights city,---,---,---,---,---,6077,9587,15097,16509,16064,16897,17411,17444,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51580,Virginia,Covington city,---,---,---,---,---,---,11062,10060,9063,6991,6303,5961,5663,,,,,,,,
51590,Virginia,Danville city,16520,19020,21539,22247,32749,35066,46577,46391,45642,53056,48411,43055,41947,19260,,,"Danville, VA",Micropolitan Statistical Area,,,Central
51595,Virginia,Emporia city,---,---,---,---,---,---,---,5300,4840,5306,5665,5927,5558,,,,,,,,
51600,Virginia,Fairfax city,---,---,---,---,---,---,---,21970,19390,19622,21498,22565,23230,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51610,Virginia,Falls Church city,---,---,---,---,---,7535,10192,10772,9515,9578,10377,12332,13728,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
51620,Virginia,Franklin city,---,---,---,---,---,---,---,6880,7308,7864,8346,8582,8331,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Outlying
51630,Virginia,Fredericksburg city,5068,5874,5882,6819,10066,12158,13639,14450,15322,19027,19279,24286,28043,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
51640,Virginia,Galax city,---,---,---,---,---,---,5254,6278,6524,6670,6837,7042,6800,,,,,,,,
51650,Virginia,Hampton city,---,5505,6138,6382,5898,5966,89258,120779,122617,133793,146437,137436,136264,47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Central
51660,Virginia,Harrisonburg city,---,---,5875,7232,8768,10810,11916,14605,19671,30707,40468,48914,52675,25500,,277,"Harrisonburg, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton, VA",Central
51670,Virginia,Hopewell city,---,---,1397,11327,8679,10219,17895,23471,23397,23101,22354,22591,22231,40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Central
51678,Virginia,Lexington city,---,---,---,---,---,---,---,7597,7292,6959,6867,7042,7162,,,,,,,,
51680,Virginia,Lynchburg city,18891,29494,30070,40661,44541,47727,54790,54083,66743,66049,65269,75568,79134,31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Central
